譲渡益税履歴

検索開始年月日,検索終了年月日
"2020年10月23日","2020年11月26日"

譲渡益税徴収額合計,所得税,地方税
"19497","14699","4798"

損益合計金額
"140860"

明細数：299件

銘柄コード,銘柄名,累投区分,約定日,数量,受渡日,譲渡益税計算処理分類区分,商品,売却/決済金額,費用,取得/新規年月日,取得/新規金額,損益金額,譲渡益税徴収額,地方税
"3902","メディカル・データ・ビジョン","","2020/10/22","100","2020/10/26","信用売決済","株式","306484","16","2020/10/26","306000","+484","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","272886","14","2020/10/26","270400","+2486","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","270786","14","2020/10/26","270600","+186","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","263086","14","2020/10/26","262900","+186","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","263886","14","2020/10/26","263600","+286","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","262786","14","2020/10/26","262600","+186","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","262886","14","2020/10/26","262600","+286","",""
"3681","ブイキューブ","","2020/10/22","200","2020/10/26","信用売決済","株式","544771","29","2020/10/26","544000","+771","",""
"3681","ブイキューブ","","2020/10/22","200","2020/10/26","信用売決済","株式","545571","29","2020/10/26","544800","+771","",""
"3681","ブイキューブ","","2020/10/22","200","2020/10/26","信用売決済","株式","547678","122","2020/10/23","559800","-12122","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","270886","14","2020/10/26","270700","+186","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","270886","14","2020/10/26","270400","+486","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","271586","14","2020/10/26","271400","+186","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","263086","14","2020/10/26","262900","+186","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","270686","14","2020/10/26","269900","+786","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","271586","14","2020/10/26","271400","+186","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","263786","14","2020/10/26","263600","+186","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","264386","14","2020/10/26","264200","+186","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","264886","14","2020/10/26","264200","+686","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","269686","14","2020/10/26","269500","+186","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","268986","14","2020/10/26","268800","+186","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","263886","14","2020/10/26","260800","+3086","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","260986","14","2020/10/26","260800","+186","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","273541","59","2020/10/23","273400","+141","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","270786","14","2020/10/26","270700","+86","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","271786","14","2020/10/26","271600","+186","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","273840","60","2020/10/23","276600","-2760","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","270886","14","2020/10/26","270600","+286","",""
"3681","ブイキューブ","","2020/10/22","200","2020/10/26","信用売決済","株式","544571","29","2020/10/26","543600","+971","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","270786","14","2020/10/26","270700","+86","",""
"3681","ブイキューブ","","2020/10/22","100","2020/10/26","信用売決済","株式","271986","14","2020/10/26","271600","+386","",""
"3696","セレス","","2020/10/22","100","2020/10/26","信用売決済","株式","216448","152","2020/10/16","253000","-36552","",""
"3696","セレス","","2020/10/22","100","2020/10/26","信用売決済","株式","216148","152","2020/10/16","253000","-36852","",""
"3663","アートスパークホールディングス","","2020/10/22","200","2020/10/26","信用売決済","株式","396326","274","2020/10/16","455000","-58674","",""
"3031","ラクーンホールディングス","","2020/10/22","200","2020/10/26","信用売決済","株式","502890","110","2020/10/23","502600","+290","",""
"3031","ラクーンホールディングス","","2020/10/22","100","2020/10/26","信用売決済","株式","244787","13","2020/10/26","244600","+187","",""
"3031","ラクーンホールディングス","","2020/10/22","100","2020/10/26","信用売決済","株式","249246","54","2020/10/23","249100","+146","",""
"3031","ラクーンホールディングス","","2020/10/22","100","2020/10/26","信用売決済","株式","250246","54","2020/10/23","250100","+146","",""
"3031","ラクーンホールディングス","","2020/10/22","100","2020/10/26","信用売決済","株式","239887","13","2020/10/26","239700","+187","",""
"3031","ラクーンホールディングス","","2020/10/22","100","2020/10/26","信用売決済","株式","248846","54","2020/10/23","248700","+146","",""
"3031","ラクーンホールディングス","","2020/10/22","100","2020/10/26","信用売決済","株式","248546","54","2020/10/23","248600","-54","",""
"3031","ラクーンホールディングス","","2020/10/22","100","2020/10/26","信用売決済","株式","248646","54","2020/10/23","248600","+46","",""
"3031","ラクーンホールディングス","","2020/10/22","100","2020/10/26","信用売決済","株式","248446","54","2020/10/23","248300","+146","",""
"3031","ラクーンホールディングス","","2020/10/22","200","2020/10/26","信用売決済","株式","489093","107","2020/10/23","490800","-1707","",""
"3031","ラクーンホールディングス","","2020/10/22","100","2020/10/26","信用売決済","株式","250746","54","2020/10/23","250600","+146","",""
"3031","ラクーンホールディングス","","2020/10/22","100","2020/10/26","信用売決済","株式","239887","13","2020/10/26","239700","+187","",""
"3031","ラクーンホールディングス","","2020/10/22","100","2020/10/26","信用売決済","株式","239487","13","2020/10/26","239300","+187","",""
"3031","ラクーンホールディングス","","2020/10/22","100","2020/10/26","信用売決済","株式","240187","13","2020/10/26","239300","+887","",""
"3031","ラクーンホールディングス","","2020/10/22","100","2020/10/26","信用売決済","株式","245887","13","2020/10/26","245800","+87","",""
"3031","ラクーンホールディングス","","2020/10/22","100","2020/10/26","信用売決済","株式","242387","13","2020/10/26","242200","+187","",""
"3031","ラクーンホールディングス","","2020/10/22","100","2020/10/26","信用売決済","株式","245987","13","2020/10/26","245800","+187","",""
"3031","ラクーンホールディングス","","2020/10/22","100","2020/10/26","信用売決済","株式","239287","13","2020/10/26","239100","+187","",""
"3031","ラクーンホールディングス","","2020/10/22","200","2020/10/26","信用売決済","株式","495892","108","2020/10/23","495600","+292","",""
"3031","ラクーンホールディングス","","2020/10/22","100","2020/10/26","信用売決済","株式","242787","13","2020/10/26","242600","+187","",""
"3031","ラクーンホールディングス","","2020/10/22","100","2020/10/26","信用売決済","株式","244546","54","2020/10/23","247300","-2754","",""
"1357","ＮＥＸＴ　ＦＵＮＤＳ　日経平均ダブルインバース・インデックス連動型上場投信","","2020/10/22","100","2020/10/26","信用売決済","株式","68778","22","2020/10/21","68100","+678","",""
"1357","ＮＥＸＴ　ＦＵＮＤＳ　日経平均ダブルインバース・インデックス連動型上場投信","","2020/10/22","100","2020/10/26","信用売決済","株式","68878","22","2020/10/21","68100","+778","",""
"1357","ＮＥＸＴ　ＦＵＮＤＳ　日経平均ダブルインバース・インデックス連動型上場投信","","2020/10/22","100","2020/10/26","信用売決済","株式","68978","22","2020/10/21","68100","+878","",""
"譲渡益税還付金",,,,,,,"2020/10/26",,,,,,"20703","5096"
"9273","コーア商事ホールディングス","","2020/10/23","100","2020/10/27","信用売決済","株式","288770","130","2020/10/20","298300","-9530","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","300","2020/10/27","信用売決済","株式","241187","13","2020/10/27","240900","+287","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","300","2020/10/27","信用売決済","株式","241487","13","2020/10/27","241200","+287","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","300","2020/10/27","信用売決済","株式","242387","13","2020/10/27","242100","+287","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","100","2020/10/27","信用売決済","株式","81596","4","2020/10/27","78500","+3096","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","100","2020/10/27","信用売決済","株式","76992","8","2020/10/26","76800","+192","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","100","2020/10/27","信用売決済","株式","76292","8","2020/10/26","76100","+192","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","300","2020/10/27","信用売決済","株式","235788","12","2020/10/27","235500","+288","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","400","2020/10/27","信用買決済","株式","313609","9","2020/10/27","314000","+391","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","500","2020/10/27","信用買決済","株式","401012","12","2020/10/27","403500","+2488","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","200","2020/10/27","信用売決済","株式","163192","8","2020/10/27","163000","+192","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","100","2020/10/27","信用売決済","株式","80796","4","2020/10/27","80400","+396","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","100","2020/10/27","信用売決済","株式","80596","4","2020/10/27","80400","+196","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","100","2020/10/27","信用売決済","株式","80696","4","2020/10/27","80400","+296","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","400","2020/10/27","信用買決済","株式","323210","10","2020/10/27","321600","-1610","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","400","2020/10/27","信用買決済","株式","314009","9","2020/10/27","314400","+391","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","100","2020/10/27","信用売決済","株式","80196","4","2020/10/27","78500","+1696","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","100","2020/10/27","信用売決済","株式","80896","4","2020/10/27","80300","+596","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","200","2020/10/27","信用売決済","株式","155992","8","2020/10/27","156800","-808","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","100","2020/10/27","信用買決済","株式","80702","2","2020/10/27","80400","-302","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","500","2020/10/27","信用買決済","株式","402012","12","2020/10/27","402000","-12","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","200","2020/10/27","信用売決済","株式","153784","16","2020/10/26","153600","+184","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","200","2020/10/27","信用売決済","株式","152184","16","2020/10/26","151800","+384","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","200","2020/10/27","信用売決済","株式","156792","8","2020/10/27","156800","-8","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","200","2020/10/27","信用売決済","株式","160792","8","2020/10/27","160800","-8","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","200","2020/10/27","信用売決済","株式","155184","16","2020/10/26","155000","+184","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","500","2020/10/27","信用買決済","株式","400512","12","2020/10/27","402000","+1488","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","300","2020/10/27","信用売決済","株式","244487","13","2020/10/27","243900","+587","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","200","2020/10/27","信用売決済","株式","161392","8","2020/10/27","161400","-8","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","400","2020/10/27","信用売決済","株式","313983","17","2020/10/27","314400","-417","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","200","2020/10/27","信用売決済","株式","161192","8","2020/10/27","160800","+392","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","400","2020/10/27","信用買決済","株式","312009","9","2020/10/27","312400","+391","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","200","2020/10/27","信用売決済","株式","162392","8","2020/10/27","162200","+192","",""
"7779","ＣＹＢＥＲＤＹＮＥ","","2020/10/23","200","2020/10/27","信用売決済","株式","162992","8","2020/10/27","163000","-8","",""
"4482","ウィルズ","","2020/10/23","100","2020/10/27","信用売決済","株式","123818","82","2020/10/16","125700","-1882","",""
"3902","メディカル・データ・ビジョン","","2020/10/23","100","2020/10/27","信用売決済","株式","281584","216","2020/10/13","262800","+18784","",""
"3902","メディカル・データ・ビジョン","","2020/10/23","100","2020/10/27","信用売決済","株式","289774","126","2020/10/20","288300","+1474","",""
"3031","ラクーンホールディングス","","2020/10/23","100","2020/10/27","信用買決済","株式","229707","7","2020/10/27","230100","+393","",""
"譲渡益税徴収額",,,,,,,"2020/10/27",,,,,,"4292","1056"

